store_id,store,zip,price_date,source_name,source_url,price_type,eggs,milk,bread,chicken_lb,avocados_lb,bananas_lb,tomatoes_lb,strawberries_lb,collard_greens_bunch,notes,zip_target_search_url
758876,SOLIMAN'S GROCERY,10017,,ZIP-targeted web search (manual verify),https://duckduckgo.com/?q=%22SOLIMAN%27S%20GROCERY%22%20%2210017%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29,advertised,,,,,,,,,,"Second-pass ZIP-targeted search URL. Open link, verify official store ad/circular, then replace with confirmed source URL.",https://duckduckgo.com/?q=%22SOLIMAN%27S%20GROCERY%22%20%2210017%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
625078,WHOLE FOODS MARKET,10019,2026-05-23,Whole Foods Weekly Sales,https://www.wholefoodsmarket.com/sales-flyer,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22WHOLE%20FOODS%20MARKET%22%20%2210019%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
624379,YEM SANALI GROCERY,10019,,ZIP-targeted web search (manual verify),https://duckduckgo.com/?q=%22YEM%20SANALI%20GROCERY%22%20%2210019%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29,advertised,,,,,,,,,,"Second-pass ZIP-targeted search URL. Open link, verify official store ad/circular, then replace with confirmed source URL.",https://duckduckgo.com/?q=%22YEM%20SANALI%20GROCERY%22%20%2210019%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
728357,EAST SIDE GROCERY,10021,,ZIP-targeted web search (manual verify),https://duckduckgo.com/?q=%22EAST%20SIDE%20GROCERY%22%20%2210021%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29,advertised,,,,,,,,,,"Second-pass ZIP-targeted search URL. Open link, verify official store ad/circular, then replace with confirmed source URL.",https://duckduckgo.com/?q=%22EAST%20SIDE%20GROCERY%22%20%2210021%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
753205,SUSHI MARU (@GRISTEDES),10021,2026-05-23,Gristedes Weekly Specials,https://gristedes.com/weekly-specials/,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22SUSHI%20MARU%20%28%40GRISTEDES%29%22%20%2210021%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
737257,KIKKA@WHOLE FOODS MIDTOWN EAST,10022,2026-05-23,Whole Foods Weekly Sales,https://www.wholefoodsmarket.com/sales-flyer,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22KIKKA%40WHOLE%20FOODS%20MIDTOWN%20EAST%22%20%2210022%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
751936,TRADER JOES #571,10022,2026-05-23,Trader Joe's Fearless Flyer,https://www.traderjoes.com/home/fearless-flyer,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22TRADER%20JOES%20%23571%22%20%2210022%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
702868,WHOLE FOODS MARKET,10022,2026-05-23,Whole Foods Weekly Sales,https://www.wholefoodsmarket.com/sales-flyer,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22WHOLE%20FOODS%20MARKET%22%20%2210022%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
742906,FAIRWAY MARKET OF 74TH ST,10023,2026-05-23,Fairway Weekly Circular,https://www.fairwaymarket.com/circulars,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22FAIRWAY%20MARKET%20OF%2074TH%20ST%22%20%2210023%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
762704,H MART,10023,2026-05-23,H Mart Weekly Sales,https://www.hmart.com/weekly-sales-and-events,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22H%20MART%22%20%2210023%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
742688,MORTON WILLIAMS SUPERMARKET,10023,2026-05-23,Morton Williams Store Site,https://www.mortonwilliams.com/,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22MORTON%20WILLIAMS%20SUPERMARKET%22%20%2210023%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
743304,SUSHILUX@FAIRWAY MKT,10023,2026-05-23,Fairway Weekly Circular,https://www.fairwaymarket.com/circulars,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22SUSHILUX%40FAIRWAY%20MKT%22%20%2210023%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
628784,TRADER JOES #542,10023,2026-05-23,Trader Joe's Fearless Flyer,https://www.traderjoes.com/home/fearless-flyer,advertised,,,,,,,,,,Matched to chain circular/weekly-ad source.,https://duckduckgo.com/?q=%22TRADER%20JOES%20%23542%22%20%2210023%22%20%28%22weekly%20ad%22%20OR%20circular%20OR%20flyer%20OR%20specials%29
